
teritorialitatea legii  -  a t&ouml;rvény ter&uuml;leti hatálya (frrs: +ransindex 7ogi)
termen  -  1. határid&#337;, 2. szakkifejezés, szaksz&oacute; A határid&#337; a jog&uuml;gylet azon m&oacute;dozata, a j&ouml;v&#337;ben biztosan megval&oacute;sul&oacute; esemény, amelynek bek&ouml;vetkeztéig a jogok gyakorlása és a k&ouml;telezettségek teljes&iacute;tése vagy azok megsz&#369;nése elhalaszt&oacute;dik. (frrs: +ransindex 7ogi)
termen cert  -  meghatározott határid&#337; Azon határid&#337;, amelynek pontos dátuma a polgári jog&uuml;gylet pillanatában ismeretes. (frrs: +ransindex 7ogi)
termen cominatoriu  -  jogvesztéssel jár&oacute; határid&#337; (frrs: +ransindex 7ogi)
termen conven&#355;ional  -  megegyezéses határid&#337; Az &ouml;nkéntesen meghatározott határid&#337; (lásd: termen voluntar) t&iacute;pusa, amelyet kétoldal&uacute; &uuml;gyletben a felek szabadon határoznak meg. (frrs: +ransindex 7ogi)
termen de acceptare  -  elfogadási határid&#337; (frrs: +ransindex 7ogi)
termen de apel  -  a fellebbezés beny&uacute;jtásának határideje, fellebbezési határid&#337; (frrs: +ransindex 7ogi)
termen de dec&#259;dere  -  jogveszt&#337; határid&#337; Azon id&#337;szak, amelyen bel&uuml;l alanyi jog jogosultját a t&ouml;rvény k&ouml;telezi, hogy azt a jogot gyakorolja, a jog megsz&#369;nésének szankci&oacute;ja alatt. Eljárási értelemben k&ouml;telez&#337; határid&#337;, amelyen bel&uuml;l bizonyos eljárási cselekményeket meg kell val&oacute;s&iacute;tani, a jogvesztés terhe mellett. (frrs: +ransindex 7ogi)
termen de garan&#355;ie  -  j&oacute;tállási id&#337;, szavatossági id&#337; (frrs: +ransindex 7ogi)
termen de gra&#355;ie  -  t&uuml;relmi id&#337;, kegyelmi id&#337;, határid&#337;-hosszabb&iacute;tás, fizetési határid&#337; meghosszabb&iacute;tása (frrs: +ransindex 7ogi)
termen de gra&#355;ie  -  fizetési haladék határideje, telejes&iacute;tési haladék határideje A b&iacute;r&oacute; által adott haladék a k&ouml;telezettség teljes&iacute;tésére. (frrs: +ransindex 7ogi)
termen de livrare  -  száll&iacute;tási határid&#337; (frrs: +ransindex 7ogi)
termen de plat&#259;  -  fizetési határid&#337;, teljes&iacute;tési határid&#337; (frrs: +ransindex 7ogi)
termen de prescrip&#355;ie extinctiv&#259;  -  elév&uuml;lési határid&#337; A t&ouml;rvény által meghatározott id&#337;k&ouml;z, amelybe bel&uuml;l a kereseti joggal élni kell vagy a kényszervégrehajtást kérni kell, ezen jogoknak a jogalany általi elvesztési terhe mellett. (frrs: +ransindex 7ogi)
termen de recurs  -  a felfolyamodás beny&uacute;jtásának határideje, felfolyamodási határid&#337; (frrs: +ransindex 7ogi)
termen de valabilitate  -  érvényességi határid&#337; (frrs: +ransindex 7ogi)
termen dilatoriu  -  halaszt&oacute; hatály&uacute; határid&#337; (frrs: +ransindex 7ogi)
termen extinctiv  -  felold&oacute; határid&#337; Az a határid&#337;, amely a jog gyakorlásának és a k&ouml;telezettség teljes&iacute;tésének megsz&uuml;nését egészen a határid&#337; beteljesedéséig elhalasztja. (frrs: +ransindex 7ogi)
termen &#206;n cuno&#351;tin&#355;a p&#259;r&#355;ilor  -  a felek tudomására hozott határid&#337; (frrs: +ransindex 7ogi)
termen incert  -  bizonytalan határid&#337; Az a határid&#337;, amelynek beteljesedési dátuma a polgári jog&uuml;gylet megk&ouml;tése id&#337;pontjában még nem ismeretes, bár a dátum beteljesedése biztos. (frrs: +ransindex 7ogi)
termen legal  -  t&ouml;rvényes határid&#337; Jogszabály által meghatározott határid&#337;, amely jogszabályb&oacute;l, és nem a felek akaratáb&oacute;l k&ouml;vetkezik. (frrs: +ransindex 7ogi)
termen peremtoriu  -  jogveszt&#337; határid&#337; (frrs: +ransindex 7ogi)
termen procedural  -  eljárási határid&#337;, perjogi határid&#337; (frrs: +ransindex 7ogi)
termen suspensiv  -  felf&uuml;ggeszt&#337; határid&#337; Az a határid&#337;, amely a jog gyakorlását és a k&ouml;telezettség teljes&iacute;tésének kezdetét annak beteljesedéséig elhalasztja. (frrs: +ransindex 7ogi)
termen tacit  -  hallgat&oacute;lagos határid&#337; Az a határid&#337;, amely a polgári jog&uuml;gyletb&#337;l k&ouml;zvetve k&ouml;vetkezik, az &uuml;gylet természetéb&#337;l, vagy a teljes&iacute;tés k&ouml;r&uuml;lményeib&#337;l. (frrs: +ransindex 7ogi)
termen voluntar  -  &ouml;nkéntesen meghatározott határid&#337; A polgári jog&uuml;gyletben a fél vagy a felek által szabadon meghatározott határid&#337;. (frrs: +ransindex 7ogi)
ter&#355;&#259; persoan&#259;  -  harmadik személy A polgári jog&uuml;gylett&#337;l és annak feleit&#337;l idegen személy, k&iacute;v&uuml;láll&oacute; személy. Latinul: penitus extranei. (frrs: +ransindex 7ogi)
testament  -  végrendelet (frrs: +ransindex 7ogi)
testament autentic  -  k&ouml;zvégrendelet, hiteles&iacute;tett végrendelet (frrs: +ransindex 7ogi)
testament conjunctiv  -  &ouml;sszevont végrendelet Két vagy t&ouml;bb személy k&ouml;z&ouml;s végrendelkezése harmadik személy javára. Tiltott végrendelkezési forma. (frrs: +ransindex 7ogi)
testament mistic  -  titkos végrendelet (frrs: +ransindex 7ogi)
testament olograf  -  saját kez&#369;leg &iacute;rt végrendelet (frrs: +ransindex 7ogi)
timbru fiscal  -  ad&oacute;bélyeg (frrs: +ransindex 7ogi)
timbru judiciar  -  igazság&uuml;gyi bélyeg (frrs: +ransindex 7ogi)
titlu  -  1. c&iacute;m, 2. c&iacute;mlet, 3. (jog)c&iacute;m, 4. igény, 5. értékpap&iacute;r, 6. rang (frrs: +ransindex 7ogi)
titlu de credit  -  hitellevél (frrs: +ransindex 7ogi)
titlu de stat  -  állampap&iacute;r (frrs: +ransindex 7ogi)
titlu de valoare  -  értékpap&iacute;r (frrs: +ransindex 7ogi)
titlu executor  -  végrehajthat&oacute; jogc&iacute;m (frrs: +ransindex 7ogi)
titlu gratuit  -  ingyenes jogc&iacute;m (frrs: +ransindex 7ogi)
titlu oneros  -  visszterhes jogc&iacute;m (frrs: +ransindex 7ogi)
titlu valabil  -  érvényes jogc&iacute;m (frrs: +ransindex 7ogi)
titular  -  1. jogosult, 2. állás visel&#337;je, bet&ouml;lt&#337;je, 3. kinevezett, tényleges, 4. c&iacute;mzett, c&iacute;mzetes (frrs: +ransindex 7ogi)
trafic de influen+¢&#259;  -  befolyással &uuml;zérkedés (frrs: +ransindex 7ogi)
tr&#259;g&#259;tor  -  1. vált&oacute;kibocsát&oacute;, 2. intézvényez&#337;, utalványoz&oacute; (frrs: +ransindex 7ogi)
trage  -  kibocsát (vált&oacute;t) (frrs: +ransindex 7ogi)
trage la r&#259;spundere  -  felel&#337;sségre von (frrs: +ransindex 7ogi)
tranzac&#355;ie  -  1. egyezség, egyezmény, megállapodás, 2. peregyezség (frrs: +ransindex 7ogi)
tras  -  intézvényezett (vált&oacute;) (frrs: +ransindex 7ogi)
trasare  -  1. (vált&oacute;)intézvényezés, vált&oacute;utalványozás, 2. megjel&ouml;lés, kijel&ouml;lés (frrs: +ransindex 7ogi)
tratat  -  szerz&#337;dés (frrs: +ransindex 7ogi)
trezorerie  -  kincstár, államkincstár (frrs: +ransindex 7ogi)
tribunal  -  t&ouml;rvényszék (frrs: +ransindex 7ogi)
tribunal comercial  -  kereskedelmi t&ouml;rvényszék (frrs: +ransindex 7ogi)
tribunal militar  -  katonai t&ouml;rvényszék (frrs: +ransindex 7ogi)
Tribunalul Suprem  -  Legfels&#337; T&ouml;rvényszék (1989 el&#337;tt) (frrs: +ransindex 7ogi)
trimitere &#206;n judecat&#259;  -  vád alá helyezés, b&iacute;r&oacute;ság elé áll&iacute;tás (frrs: +ransindex 7ogi)
trimitere &#206;n posesiune  -  birtokbahelyezés Azokat az &ouml;r&ouml;k&ouml;s&ouml;ket, akiket nem illeti meg a jog szerinti birtokbalépés (nem szezinárius &ouml;r&ouml;k&ouml;s&ouml;k), a k&ouml;zjegyz&#337; helyezi birtokba, az &ouml;r&ouml;k&ouml;si bizony&iacute;tvány kiáll&iacute;tásával. Az államnak, mint &ouml;r&ouml;k&ouml;snek a birtokbahelyezése az &uuml;resedésben lev&#337; &ouml;r&ouml;kségr&#337;l sz&oacute;l&oacute; bizony&iacute;tvány kiáll&iacute;tásával t&ouml;rténik. Amennyiben az &ouml;r&ouml;k&ouml;si bizony&iacute;tvány nem áll&iacute;that&oacute; ki mivel az &ouml;r&ouml;k&ouml;s&ouml;k k&ouml;z&ouml;tt nézeteltérések vannak az &#337;ket megillet&#337; &ouml;r&ouml;k&ouml;si min&#337;ség vagy az &ouml;r&ouml;klési jogok terjedelme tekintetében, a birtokbahelyezés azon b&iacute;r&oacute;ságt&oacute;l kérhet&#337;, amely az &ouml;r&ouml;k&ouml;s&ouml;k k&ouml;z&ouml;tt felmer&uuml;lt vitákat hivatott megoldani. (frrs: +ransindex 7ogi)
trust  -  tr&ouml;szt Olyan pénz&uuml;gyi formáci&oacute;, amelyben k&ouml;z&ouml;s irány&iacute;tás alatt áll t&ouml;bb társaság; a cégkoncentráci&oacute; legteljesebb formája. (frrs: +ransindex 7ogi)
tulbura  -  1. hábor&iacute;t, háborgat, 2. zavar (frrs: +ransindex 7ogi)
tutel&#259;  -  gyámság Ingyenes és k&ouml;telez&#337; feladat, amelynek alapján a gyámnak teljes&iacute;tenie kell a kiskor&uacute; gyerekkel szemben, akinek a sz&uuml;lei elhunytak vagy álland&oacute; lehetetlenségi állapotban vannak jogk&ouml;r&uuml;k gyakorlása tekintetében, a sz&uuml;l&#337;i jogokat és k&ouml;telezettségeket. Jogintézmény, azokanak a szabályoknak a rendszerezett &ouml;sszességét foglalja magába, a,ely a sz&uuml;l&#337;i védelem nélk&uuml;li kiskor&uacute; gyerekeknek a gyám általi védelmét szabályozzák. (frrs: +ransindex 7ogi)
tutel&#259; administrativ&#259;  -  k&ouml;zigazgatási gyámság A helyi k&ouml;zigazgatás felett gyakorolt t&ouml;rvényességi ellen&#337;rzést jelenti. Ide sorolják a prefektus azon jogát, amely szerint a k&ouml;zigazgatási b&iacute;ráskodás szerint megtámadhatja a helyi k&ouml;zigazgatás aktusait. (frrs: +ransindex 7ogi)
tutore  -  gyám A kiskor&uacute;val rokon vagy más cselekv&#337;képes fizikai személy, aki a kiskor&uacute;nak a sz&uuml;l&#337;k helyetti védelmét ellátja. (frrs: +ransindex 7ogi)
ultima instan&#355;&#259;  -  végs&#337; fokon (frrs: +ransindex 7ogi)
ultraactivitate  -  ultraaktivitás A t&ouml;rvény hatályon k&iacute;v&uuml;l helyezését k&ouml;vet&#337; alkalmazása. (frrs: +ransindex 7ogi)
ultrapetit  -  kérelmen t&uacute;li (frrs: +ransindex 7ogi)
unanimitate  -  egyhang&uacute;ság, egybehangz&oacute;ság, egy&ouml;ntet&#369;ség, egyetértés (frrs: +ransindex 7ogi)
uterin  -  anyát&oacute;l testvér, féltestvér Egy anyát&oacute;l és nem egy apát&oacute;l származ&oacute; fivérek és n&#337;testvérek. Ha egy anyágt&oacute;l származ&oacute; féltestvérek és egy apát&oacute;l származ&oacute; féltestvérek valamint édestestvérek egy&uuml;tt &ouml;r&ouml;k&ouml;lnek, az &ouml;r&ouml;kség anyai és apai ágra oszt&oacute;dik. (frrs: +ransindex 7ogi)
uz  -  használat Lásd még:  uzufruct A haszonélvezet korlátozott változata, dologi jog, amelynek alapján a jogos&iacute;tott a dolgot használhatja és annak gy&uuml;m&ouml;lcseit saját és családja személyes sz&uuml;kségleteinek erejéig szedheti. (frrs: +ransindex 7ogi)
uzucapiune  -  elbirtoklás A tulajdonjog megszerzésének az a m&oacute;dja, amely a dolognak t&ouml;rvényszabta id&#337;n át szakadatlanul t&ouml;rtént birtoklása k&ouml;vetkeztében áll be. Az elbirtoklás a birtok legjelent&#337;sebb joghatása. (frrs: +ransindex 7ogi)
uzufruct  -  haszonélvezet Az a dologi jog, amely más személy dolgának olyan használatára jogos&iacute;tja fel a haszonélvez&#337;t, mintha a dolog tulajdonosa volna, de a dolog állagának sérelme nélk&uuml;l. (frrs: +ransindex 7ogi)
uzufruct viager  -  élethossziglan tart&oacute; haszonélvezet (frrs: +ransindex 7ogi)
uzufructuar  -  haszonélvez&#337; (frrs: +ransindex 7ogi)
uzurpa  -  bitorol, jogtalanul birtokol, jogtalanul használ, eloroz (frrs: +ransindex 7ogi)
uzurpare  -  bitorlás, jogtalan birtoklás, jogtalan használat, elorzás (frrs: +ransindex 7ogi)
uzurparea succesiunii  -  &ouml;r&ouml;klés bitorlása Az &ouml;r&ouml;lés jogtalan birtokbavétele. Azt az esetet jel&ouml;li, amikor olyan személy veszi birtokba az &ouml;r&ouml;kséget, t&ouml;rvényes képvisel&#337;je által, aki az &ouml;r&ouml;khagy&oacute; halála után fogant. (frrs: +ransindex 7ogi)
uzurpator  -  bitorl&oacute; (frrs: +ransindex 7ogi)
vacant  -  bet&ouml;ltetlen, meg&uuml;resedett, gazdátlan (frrs: +ransindex 7ogi)
vad comercial  -  kereskedelmi vonzásk&ouml;r, &uuml;gyfélk&ouml;r (frrs: +ransindex 7ogi)
valoare mobiliar&#259;  -  értékpap&iacute;r (frrs: +ransindex 7ogi)
valoare rezidual&#259;  -  maradványérték A pénz&uuml;gyi l&iacute;zingszerz&#337;désben meghatározott érték, amelyen a l&iacute;zingbe vev&#337; a kérdéses eszk&ouml;zt a futamid&#337; végén megvásárolhatja. (frrs: +ransindex 7ogi)
vam&#259;  -  vám Vámhatárt átlép&#337; árukra kivetett ad&oacute;szer&#369; k&ouml;telezettség. Románia EU csatlakozásval és a nemzetk&ouml;zi szabadkereskedelmi megállapodások k&ouml;vetkeztében a vámok jelent&#337;sége cs&ouml;kkent. (frrs: +ransindex 7ogi)
v&#226;nzare  -  eladás (frrs: +ransindex 7ogi)
v&#226;nzare-cump&#259;rare  -  adásvétel (frrs: +ransindex 7ogi)
vechime &#206;n munc&#259;  -  szolgálati id&#337;, régiség (frrs: +ransindex 7ogi)
viager  -  élethossziglani, életre sz&oacute;l&oacute;, holtig tart&oacute; (frrs: +ransindex 7ogi)
viciu aparent  -  látsz&oacute;lagos hiba (frrs: +ransindex 7ogi)
viciu ascuns  -  rejtett hiba (frrs: +ransindex 7ogi)
viciu de consim&#355;&#259;m&#226;nt  -  akaratnyilván&iacute;tás hibája, akaratnyilván&iacute;tás fogyatékossága Lásd még:  eroarea, dolul, violen&#355;a, leziunea. Olyan k&ouml;r&uuml;lmények, amelyek befolyásolják a jog&uuml;gylet megk&ouml;tésére irányul&oacute; tudatos és szabad akaratot. (frrs: +ransindex 7ogi)
viclenie  -  ravaszság Lásd még:  dol (frrs: +ransindex 7ogi)
vigoare  -  hatályosság (frrs: +ransindex 7ogi)
vinov&#259;&#355;ie  -  vétkesség, b&#369;n&ouml;sség (frrs: +ransindex 7ogi)
violen&#355;&#259;  -  er&#337;szak, kényszer A beleegyezés hibája, amikor egy személyt fizikai vagy pszichikai er&#337;szak seg&iacute;tségével kényszer&iacute;tik a polgári jog&uuml;gylet megk&ouml;tésére, amelyet k&uuml;l&ouml;nben nem k&ouml;t&ouml;tt volna meg vagy nem az adott feltételek mellett k&ouml;t&ouml;tte volna meg. (frrs: +ransindex 7ogi)
violen&#355;&#259; fizic&#259;  -  fizikai er&#337;szak Azon kényszer, amely az áldozatot fizikai kényszer seg&iacute;tségével egyszer&#369; eszk&ouml;z szerepére kárhoztatja a polgári jog&uuml;gylet megk&ouml;tésében. Például egy személy kezének er&#337;szakos vezetése egy okirat alá&iacute;rása céljáb&oacute;l. Az ilyen er&#337;szak nem is tekinthet&#337; akarati hibának, hiszen az akarat itt teljesen hiányzik, az illet&#337; személy még csak formálisan sem ért egyet a jog&uuml;gylet megk&ouml;tésével. (frrs: +ransindex 7ogi)
violen&#355;&#259; psihic&#259; (moral&#259;)  -  pszichikai er&#337;szak, erk&ouml;lcsi er&#337;szak Azon kényszer, amely olyan rosszal val&oacute; fenyegetésben áll, amely egy polgári jog&uuml;gylet megk&ouml;tését meghatároz&oacute; félelmet sz&uuml;l, amely nélk&uuml;l a jog&uuml;gyletet nem k&ouml;t&ouml;tték volna meg. (frrs: +ransindex 7ogi)
vira  -  átutal, át&iacute;r, más számlára befizet (frrs: +ransindex 7ogi)
virament  -  átutalás, át&iacute;rásos befizetés, utalvány A bankszámla tulajdonosa megb&iacute;zza a hitelintézetet, hogy számlája terhére meghatározott &ouml;sszeget &iacute;rjon át a megjel&ouml;lt bankszámla javára. (frrs: +ransindex 7ogi)
virare  -  átutalás, át&iacute;rás (frrs: +ransindex 7ogi)
vis major  -   Lásd még:  for&#355;&#259; major&#259; (frrs: +ransindex 7ogi)
voca&#355;ia succesoral&#259;  -  &ouml;r&ouml;klésre jogosultság Valamely fizikai vagy jogi személyt megillet&#337; &ouml;r&ouml;klési jogosultság. Eredetét tekintve megk&uuml;l&ouml;nb&ouml;ztet&uuml;nk t&ouml;rvényen és végrendeleten alapul&oacute; &ouml;r&ouml;klési jogosultságot. Az &ouml;r&ouml;klésra hivatott személyeket megillet&#337; &ouml;r&ouml;klési jog terjedelmét tekintve az &ouml;r&ouml;klési jogosultság egyetemes, egyetemes c&iacute;m&#369; vagy egyedi (frrs: +ransindex 7ogi)
voin&#355;&#259; intern&#259;  -  bels&#337; akarat, reális akarat Az a pszichol&oacute;giai elem, amely a polgári jog&uuml;gylet létrej&ouml;ttekor az akaratot uralja. (frrs: +ransindex 7ogi)
voin&#355;&#259; juridic&#259;  -  jogi akarat Lásd még:  consim&#355;&#259;m&#226;nt, cauz&#259; A jog&uuml;gylet alapvet&#337;, pszichol&oacute;giai eleme, amely szerkezetileg a beleegyezésb&#337;l és a célb&oacute;l tev&#337;dik &ouml;ssze. (frrs: +ransindex 7ogi)
voin&#355;&#259; liber&#259;  -  szabad akarat (frrs: +ransindex 7ogi)
voin&#355;&#259; neviciat&#259;  -  hibátlan akarat (frrs: +ransindex 7ogi)
vot  -  szavazat (frrs: +ransindex 7ogi)
warrant  -  zálogjegy, áruelismervény, k&ouml;zraktári árujegy, k&ouml;zraktári jegy Olyan értékpap&iacute;r, amelyet a k&ouml;zraktár a nála letett ár&uacute;r&oacute;l kiáll&iacute;t, melyben az ár&uacute; átvételét elismeri és magát azok kiadására k&ouml;telezi. A k&ouml;zraktárban elhelyezett árukat helyettes&iacute;ti, a k&ouml;zraktári jeggyel val&oacute; rendelkezés az áru f&ouml;l&ouml;tti dologi jogokat is átruházza. Két részb&#337;l áll, az árujegyb&#337;l és a zálogjegyb&#337;l. Ha kettéválasztják, akkor a zálogjegy felhasználhat&oacute; garanciaként, és csak az árujegy átadása a záloggal terhelt áru feletti tulajdonjogot ruházza át. A k&ouml;zraktári jegy lehet&#337;vé teszi az ár&uacute; tulajdonjogának átruházását az ár&uacute; helyváltoztatása nélk&uuml;l, ugyanakkor garanciaként is felhasználhat&oacute;. A t&#337;zsdejogban a warrant olyan értékpap&iacute;rt jelent, amely a vételi opci&oacute;hoz hasonl&oacute; jogot biztos&iacute;t: a tulajdonosa el&#337;re meghatározott id&#337;pontban és áron megvásárolhatja a társaság részvényét. Ez a warrant k&uuml;l&ouml;n értékes&iacute;thet&#337;. (frrs: +ransindex 7ogi)
z&#259;log  -  zálog Lásd még:  gaj (frrs: +ransindex 7ogi)
zile libere  -  "szabad napok" Az eljárási határid&#337;k kiszám&iacute;tására szolgál&oacute; fogalom, amely azt jelenti, hogy a határid&#337; kiszám&iacute;tásánál kizárják azt a napot, amelyen a határid&#337; elkezd folyni, és azt a napot is, amelyen a határid&#337; teljes&uuml;l. Például: a szeptember 1-én kezd&#337;d&#337; 15 napos határid&#337; szeptember 17-én telik le. (frrs: +ransindex 7ogi)
ziua scaden&#355;ei  -  az esedékesség napja, a lejárat napja (frrs: +ransindex 7ogi)

a   -   a (frrs: ny3lv1 7ogok)
abatere   -   kihagas (frrs: ny3lv1 7ogok)
abroga   -   hatalyon kivul helyez (frrs: ny3lv1 7ogok)
act autentic   -   kozokirat (frrs: ny3lv1 7ogok)
acte de stare civila reconstituite   -   helyreallitott anyakonyv (frrs: ny3lv1 7ogok)
acte justificative    -   igazolo iratok (frrs: ny3lv1 7ogok)
actiuni neevaluabile in bani   -   penzbeli ertekben nem kifejezheto (frrs: ny3lv1 7ogok)
actului de casatorie   -   hazassagi bizonyitvany, (frrs: ny3lv1 7ogok)
actului de luare in folosinta   -   hasznalatbaveteli bizonylat, engedely (frrs: ny3lv1 7ogok)
actului de nastere   -   szuletesi bizonyitvany, (frrs: ny3lv1 7ogok)
adeverinta    -   bizonylat (frrs: ny3lv1 7ogok)
adresa   -   cim (frrs: ny3lv1 7ogok)
adresa    -   atirat, leirat (hivatalos szervek egymas kozott) (frrs: ny3lv1 7ogok)
agentie   -   hivatal, ugynokseg (frrs: ny3lv1 7ogok)
alocatia de stat pentru copii   -   csaladi potlek (nepiesen: gyerekpenz) (frrs: ny3lv1 7ogok)
amenda   -   penzbirsag (frrs: ny3lv1 7ogok)
anula   -   semmisnek nyilvanit (frrs: ny3lv1 7ogok)
apel   -   fellebbezes, keres (frrs: ny3lv1 7ogok)
aplicarea apostilei   -   ellenjegyzes (frrs: ny3lv1 7ogok)
apostille   -   tanusitvany (frrs: ny3lv1 7ogok)
aproba   -   engedelyez, jovahagy (frrs: ny3lv1 7ogok)
arendas   -   foldberlo, arendas (frrs: ny3lv1 7ogok)
arhiva   -   irattar (leveltar ertelemben is) (frrs: ny3lv1 7ogok)
asistenta medicala comunitara   -   kozossegi egeszsegugyi ellatas (frrs: ny3lv1 7ogok)
asistenta mutuala   -   kolcsonos segitsegnyujtas (frrs: ny3lv1 7ogok)
asistenta sociala   -   szocialis gondozas (frrs: ny3lv1 7ogok)
asociatie   -   egyesulet (frrs: ny3lv1 7ogok)
audienta   -   fogadoora (frrs: ny3lv1 7ogok)
auditor   -   konyvvizsgalo (frrs: ny3lv1 7ogok)
autentificare    -   hitelesites (frrs: ny3lv1 7ogok)
autentificare notariala   -   kozjegyzoi hitelesites (frrs: ny3lv1 7ogok)
autoritate   -   hatosag (frrs: ny3lv1 7ogok)
autorizatia de construire   -   epitesi engedely (frrs: ny3lv1 7ogok)
aviz   -   ertesites, velemenyezes, szakvelemeny, figyelmeztetes (frrs: ny3lv1 7ogok)
aviz de plata    -   fizetesi meghagyas (frrs: ny3lv1 7ogok)
b   -   b (frrs: ny3lv1 7ogok)
birocratism   -   aktatologatas, felesleges ugyintezes (frrs: ny3lv1 7ogok)
birou   -   iroda (ugyosztaly ertelemben is) (frrs: ny3lv1 7ogok)
birou   -   iroda, hivatal (frrs: ny3lv1 7ogok)
birou de informatii   -   tudakozo, kozonsegszolgalat (frrs: ny3lv1 7ogok)
bon   -   nyugta, elismerveny (frrs: ny3lv1 7ogok)
bon de casa   -   penztarjegy (magyarorszagiasan: blokk) (frrs: ny3lv1 7ogok)
buletin de identitate   -   szemelyi igazolvany (frrs: ny3lv1 7ogok)
buletin de vot    -   szavazolap (frrs: ny3lv1 7ogok)
bun   -   vagyon (frrs: ny3lv1 7ogok)
bunuri   -   javak (frrs: ny3lv1 7ogok)
c   -   c (frrs: ny3lv1 7ogok)
caduc -a, -i, -e   -   elevult (frrs: ny3lv1 7ogok)
caducitate   -   elevules (frrs: ny3lv1 7ogok)
capacitate deplina de exercitiu    -   cselekvokepesseg (frrs: ny3lv1 7ogok)
carte funciara    -   telekkonyv (frrs: ny3lv1 7ogok)
casatorit(a)   -   hazas (frrs: ny3lv1 7ogok)
cazier fiscal   -   adobizonylat (frrs: ny3lv1 7ogok)
cazier judiciar   -   erkolcsi bizonyitvany (frrs: ny3lv1 7ogok)
certificat    -   bizonyitvany(es sok egyeb is lehet) (frrs: ny3lv1 7ogok)
certificat de inmatriculare   -   forgalmi engedely (frrs: ny3lv1 7ogok)
certificat de legatar   -   orokosi bizonyitvany (frrs: ny3lv1 7ogok)
certificate de stare civila   -   anyakonyvi kivonat (frrs: ny3lv1 7ogok)
certificatul de casatorie   -   hazassagi bizonyitvany (frrs: ny3lv1 7ogok)
certificatul de deces    -   halotti bizonyitvany (frrs: ny3lv1 7ogok)
certificatul de nastere    -   szuletesi bizonyitvany (frrs: ny3lv1 7ogok)
certificatul de urbanism    -   varosrendezesi engedely (frrs: ny3lv1 7ogok)
circulara   -   korlevel (hivatalos szervek egymas kozott) (frrs: ny3lv1 7ogok)
circumscriptie notariala   -   kozjegyzoi korzet (frrs: ny3lv1 7ogok)
cod de identificare fiscala (cif)   -   adoazonosito szam (frrs: ny3lv1 7ogok)
cod numeric personal (cnp)   -   szemelyi szam (frrs: ny3lv1 7ogok)
codul civil   -   roman polgari torvenykonyv (frrs: ny3lv1 7ogok)
codul muncii   -   roman munka torvenykonyve (frrs: ny3lv1 7ogok)
codul penal   -   roman bunteto torvenykonyv (frrs: ny3lv1 7ogok)
codul unic de inregistrare (cui)   -   adoszam (frrs: ny3lv1 7ogok)
comisie   -   bizottsag (frrs: ny3lv1 7ogok)
completa -ez, -at   -   kitolt (nyomtatvanyt) (frrs: ny3lv1 7ogok)
comuna   -   kozseg (frrs: ny3lv1 7ogok)
consiliul judetean   -   megyei kepviselotestulet (regiesen: tanacs) (frrs: ny3lv1 7ogok)
consiliul local   -   helyi kepviselotestulet (regiesen: tanacs) (frrs: ny3lv1 7ogok)
constitutie   -   alkotmany (frrs: ny3lv1 7ogok)
cont bancar    -   bankszamlaszam (frrs: ny3lv1 7ogok)
cont curent   -   folyoszamla (frrs: ny3lv1 7ogok)
contabil autorizat   -   merlegkepes konyvelo (frrs: ny3lv1 7ogok)
contabilitate   -   szamfejtes, konyveloseg (frrs: ny3lv1 7ogok)
contacte administrative   -   kozigazgatasi szerzodes (frrs: ny3lv1 7ogok)
contestatie    -   ovas (frrs: ny3lv1 7ogok)
contract     -   szerzodes (frrs: ny3lv1 7ogok)
contract de inchiriere    -   berleti szerzodes (frrs: ny3lv1 7ogok)
contract de vanzare-cumparare   -   adasveteli szerzodes (frrs: ny3lv1 7ogok)
contractul de donatie   -   ajandekozasi szerzodes (frrs: ny3lv1 7ogok)
contraventie   -   szabalysertes (frrs: ny3lv1 7ogok)
contribuabil(a)   -   adoalany, adofizeto (frrs: ny3lv1 7ogok)
contributie   -   jarulek, hozzajarulas (frrs: ny3lv1 7ogok)
contributie la asigurarile pentru accidente si boli profesionale   -   baleset- es betegsegbiztositasi jarulek (frrs: ny3lv1 7ogok)
contributie la asigurarile sociale (cas)   -   egeszsegbiztositasi hozzajarulas (munkaado fizeti); tarsadalombiztositasi jarulek (frrs: ny3lv1 7ogok)
contributie la asigurarile sociale de sanatate   -   egeszsegbiztositasi jarulek (frrs: ny3lv1 7ogok)
contributie la bugetul asigurarilor pentru somaj   -   munkanelkuli biztositas jaruleka (frrs: ny3lv1 7ogok)
contributie pentru persoanele cu handicap   -   fogyatekossagi jarulek (frrs: ny3lv1 7ogok)
control incrucisat   -   keresztellenorzes (frrs: ny3lv1 7ogok)
copie xerox    -   fenymasolat (frrs: ny3lv1 7ogok)
cota parte   -   tulajdoni hanyad (frrs: ny3lv1 7ogok)
creditor   -   hitelezo (frrs: ny3lv1 7ogok)
d   -   d (frrs: ny3lv1 7ogok)
date   -   adatok (frrs: ny3lv1 7ogok)
date personale   -   szemelyi adatok (frrs: ny3lv1 7ogok)
declaratia de impunere   -   adobevallas (frrs: ny3lv1 7ogok)
declaratia fiscala   -   adobevallas (frrs: ny3lv1 7ogok)
declaratie autentica notariala   -   kozjegyzo altal hitelesitett nyilatkozat (frrs: ny3lv1 7ogok)
denuntare calomnioasa   -   hamis feljelentes (frrs: ny3lv1 7ogok)
